ID RA DEC x y thresh flux flag
S0 10.03351515268206 41.71834190554129 152.3039838106808 1.165577675303179 30.0 387.5041809082031 2.0
S1 10.032049158726508 41.71832647928408 176.63915762946542 1.5018946730913636 30.0 653.8914184570312 2.0
S2 9.986502997688989 41.71831407931173 932.692630832314 1.362688921966697 30.0 475.32806396484375 2.0
S3 9.974701179962963 41.71828775077506 1128.6000795764232 1.775393123591944 30.0 214.2698974609375 0.0
S4 10.037388965734543 41.71830709460466 88.0 1.9554027107571268 30.0 315.3226013183594 10.0
S5 10.034897197592135 41.718328737334524 129.3625190460554 1.4643442703808853 30.0 997.1731567382812 2.0
S6 9.986756291342093 41.7182588391328 928.4890379889906 2.594463298361214 30.0 376.4116516113281 0.0
S7 9.931355348269586 41.71825243290386 1848.1305592565272 1.6958323295315312 30.0 1927.4173583984375 3.0
S8 9.926522709549314 41.71822182584111 1928.3522002815123 2.2575613013207385 30.0 2392.642822265625 2.0
S9 9.928932360555445 41.71820694596202 1888.3530649749125 2.6482759973137004 30.0 1022.44189453125 2.0
S10 9.923501890381752 41.71820711118433 1978.4975877468637 2.5081750468587827 30.0 5091.98779296875 2.0
S11 9.920891296660727 41.71802698274051 2021.8391922716826 6.446035130428514 30.0 1370.3343505859375 2.0
S12 9.95549093226641 41.717902515067856 1447.4951949779065 10.003149667255165 30.0 438.59222412109375 0.0
S13 9.921265172446276 41.717768366491384 2015.6420279034337 12.206578682968008 30.0 418.9302062988281 0.0
S14 9.922094657878151 41.71776334314124 2001.872845083771 12.33984583643607 30.0 1345.147216796875 0.0
S15 10.037419108456758 41.717829653624314 87.50213393842454 12.572240155442675 30.0 1529.3336181640625 1.0
S16 10.037151422344017 41.717804463091696 91.94581401819688 13.131401921548376 30.0 4121.80908203125 1.0
S17 10.008415159087551 41.71774914579085 568.9641022590847 14.174507881388786 30.0 2432.15234375 0.0
S18 9.921375504636956 41.717545880766885 2013.818352470343 17.156810267355887 30.0 522.2113037109375 0.0
S19 9.94633013622747 41.71753648651486 1599.573415072649 17.955895620158834 30.0 305.1393127441406 0.0
S20 9.928023035233887 41.717828393179865 1903.4603165319959 11.043604745240318 30.0 21538.771484375 1.0
S21 9.926858201243277 41.717653833843464 1922.802293179955 14.896245255433861 30.0 5696.2783203125 1.0
S22 9.926541519087378 41.71785857039543 1928.052259256048 10.335646947066147 30.0 977.2872314453125 1.0
S23 9.924697315177447 41.71820626265438 1958.653845298957 2.5575636256043897 30.0 2810.00341796875 3.0
S24 9.924362803598452 41.71778653951286 1964.2210988877137 11.88232242031437 30.0 1795.0029296875 1.0
S25 9.923928887047534 41.71821505337994 1971.4092689349216 2.3424997192524004 30.0 2021.2998046875 3.0
S26 9.924103866883115 41.71794224253925 1968.5140487432293 8.413391677585803 30.0 1397.2493896484375 1.0
S27 9.923820377718723 41.71770859428239 1973.227992759695 13.60172033515355 30.0 3507.2939453125 1.0
S28 9.921572575143838 41.71718742745121 2010.5595843724159 25.132771905915302 30.0 679.9461669921875 0.0
S29 9.922097948776726 41.71691881178107 2001.8477645975267 31.11954915508776 30.0 1453.796875 0.0
S30 9.921413816997916 41.716828813749736 2013.2075846627108 33.10303587528429 30.0 581.1533203125 0.0
S31 9.923526776750855 41.716794868425275 1978.1333699065235 33.91247781041286 30.0 379.11956787109375 0.0
S32 9.92271643609419 41.71678667025902 1991.5854161664292 34.07393696208363 30.0 681.9942626953125 0.0
S33 9.921073708127569 41.716426950531854 2018.867600023667 42.03029022691381 30.0 938.234130859375 0.0
S34 9.924307657604757 41.71635106281691 1965.1859205396238 43.801228020162085 30.0 878.2733154296875 0.0
S35 9.922806965972724 41.71617825849656 1990.1037836277712 47.60536094991405 30.0 594.9175415039062 0.0
S36 9.922246085636525 41.71603106204372 1999.4197042605017 50.86403932167441 30.0 673.3602294921875 0.0
S37 9.940369435510457 41.716007352410706 1698.566930604981 51.828779464605255 30.0 925.0239868164062 0.0
S38 9.923867333276515 41.71587023341819 1972.5120156080823 54.48205963707521 30.0 622.4309692382812 0.0
S39 9.920973963723764 41.71578219181479 2020.5461252364032 56.36501134582359 30.0 3782.9462890625 3.0
S40 9.921204006692982 41.71519000129073 2016.7481774813446 69.53939975209411 30.0 1075.59130859375 1.0
S41 9.931269165525391 41.714831242006326 1849.6727724825992 77.76985547875601 30.0 560.7852783203125 0.0
S42 10.040896857623336 41.71719022965809 29.77482025929088 26.80258765643832 30.0 24313.826171875 1.0
S43 10.041331805307761 41.717320439362304 22.554137537880013 23.908442549523812 30.0 126619.28125 1.0
S44 10.040498490867153 41.716109773176015 36.392497162696074 50.82719002797663 30.0 22989.9375 1.0
S45 10.039823860537332 41.715691820712394 47.59347671914733 60.118956370037694 30.0 14697.9599609375 1.0
S46 10.038991437537936 41.718208179000854 61.39989814306176 4.160629073988897 30.0 44409.703125 3.0
S47 10.042104963083162 41.71581130662155 9.72580040730066 57.46882732243684 30.0 74078.7265625 3.0
S48 10.042046237091437 41.71822594126939 10.690940290923848 3.7750855126396305 30.0 34747.74609375 3.0
S49 10.039101215684445 41.715132886340285 59.59234231901395 72.54545017738009 30.0 18475.6015625 1.0
S50 9.92117569152259 41.71452174021644 2017.2417645989817 84.39860292930472 30.0 405.0854797363281 0.0
S51 9.922182629741584 41.71460503530341 2000.5229548748255 82.57256992387957 30.0 1724.296630859375 0.0
S52 10.042325604588202 41.71460671198408 6.067840298880998 84.25568061548361 30.0 763.8834228515625 1.0
S53 10.042601394760172 41.714384466214526 1.4904020658836457 89.1984475256157 30.0 690.9593505859375 3.0
S54 9.931251702350528 41.71358423603541 1850.0033558922414 105.49876922673847 30.0 210.9935302734375 0.0
S55 10.04220419267708 41.71369106521174 8.087013038367942 104.61633505647151 30.0 6831.646484375 1.0
S56 10.042548366993922 41.71345592839662 2.374324039694474 109.84594782413879 30.0 529.5759887695312 1.0
S57 9.922291739903812 41.71316388194001 1998.7620004944822 114.62193403058008 30.0 238.50347900390625 0.0
S58 10.042049654836763 41.71329410370167 10.654081270811272 113.44303091550464 30.0 714.622802734375 0.0
S59 9.986660987223182 41.71326028675507 930.1626584268025 113.74463462968124 30.0 1284.2763671875 0.0
S60 9.925870423152455 41.716876638206145 1939.2257537005314 32.15374920613943 30.0 23404.390625 1.0
S61 9.925211122759965 41.71610073133657 1950.1967354085411 49.39073308327129 30.0 15285.77734375 1.0
S62 9.92403432664474 41.71525392854947 1969.7611190558455 68.19093374579813 30.0 14715.5908203125 1.0
S63 9.923188334939347 41.71465803282623 1983.8257093432624 81.42002855362422 30.0 10480.6982421875 1.0
S64 9.922014699323304 41.713654208949215 2003.344004188698 103.71148756109407 30.0 8926.2802734375 1.0
S65 9.925138541065754 41.71673775478868 1951.379825992132 35.223575366377126 30.0 11017.470703125 1.0
S66 9.922625738223836 41.715109271929464 1993.1494723498035 71.37145319108608 30.0 7126.25732421875 1.0
S67 9.92556264619662 41.71763894414299 1944.3088950219603 15.19479434382817 30.0 4462.51953125 1.0
S68 9.921156978405302 41.71303926620525 2017.6046438532092 117.36349004942208 30.0 5123.21875 3.0
S69 10.02171416640733 41.71266298088269 348.2496041178383 127.38049346138916 30.0 841.5537719726562 0.0
S70 10.040191728388173 41.71227456309371 41.50213585778886 136.1087568663922 30.0 420.0343017578125 0.0
S71 9.92771253713547 41.71192112748654 1908.8126626842013 142.39418071162316 30.0 170.82757568359375 0.0
S72 9.971378443900969 41.71120155733908 1183.9144022297928 159.2956719042334 30.0 735.9322509765625 0.0
S73 9.94679482601358 41.71088672612217 1592.0498704040103 165.83467011956463 30.0 264.8895263671875 0.0
S74 10.014250132550764 41.71070122494258 472.1833134754932 170.94805125597455 30.0 948.6019897460938 0.0
S75 9.948757664757913 41.70914937086882 1559.5123470659541 204.5089179072674 30.0 391.3975830078125 0.0
S76 9.92183591488752 41.70881346722416 2006.4816869526771 211.34911239997766 30.0 222.13682556152344 0.0
S77 9.946259547999693 41.70845843080818 1601.0061847939883 219.8206592847963 30.0 364.5954895019531 0.0
S78 9.951494489078673 41.70657203196804 1514.1459525165155 261.8766375781487 30.0 322.7146911621094 0.0
S79 9.941182727756175 41.70606367313002 1685.364939984395 272.96182243584434 30.0 563.3402709960938 0.0
S80 9.929041910191948 41.70557718981184 1886.9538161919572 283.49543945680176 30.0 251.18112182617188 0.0
S81 10.025592216172935 41.70436344467437 283.9381219353586 311.9595820394521 30.0 78283.4375 0.0
S82 9.953139775400471 41.70116968707818 1486.9753945926545 382.04014731264033 30.0 272.6496276855469 0.0
S83 9.947174187685688 41.70087836203281 1586.037237339715 388.3959283373464 30.0 18704.408203125 0.0
S84 10.02400560277258 41.70080835396019 310.3120478782235 391.0034421056113 30.0 3981.803955078125 0.0
S85 9.949606397030266 41.70035116493405 1545.6669777906711 400.1697689565319 30.0 4363.876953125 0.0
S86 9.949736937002447 41.6999085256346 1543.5117738332672 410.01530575223154 30.0 1930.4267578125 1.0
