ID RA DEC x y thresh flux flag
S0 10.102694915884411 41.72084181717075 60.40524183377538 1.2050833163773969 30.0 783.1207275390625 2.0
S1 10.103851611444783 41.72070168171448 41.20326814216897 4.309222966956706 30.0 634.32275390625 0.0
S2 10.096018536385364 41.72070588802148 171.2268156177613 4.291910933393076 30.0 548.0984497070312 1.0
S3 10.097204236149144 41.720290489751164 151.54075357597605 13.518188253787104 30.0 518.752197265625 1.0
S4 10.097490565706387 41.71993615078216 146.78417238842525 21.39484743645927 30.0 193.59783935546875 0.0
S5 10.103431923889698 41.71990447512672 48.16027678913862 22.04079054917332 30.0 470.1466064453125 0.0
S6 10.09240338486661 41.71974766305357 231.22706429770358 25.63078838796408 30.0 237.7786865234375 0.0
S7 10.1062383172831 41.71966485737136 1.5725196352321902 27.339121310345387 30.0 1240.187744140625 2.0
S8 10.102171383221924 41.71948920765047 69.07980260256038 31.287900044597418 30.0 575.3242797851562 0.0
S9 10.105123314977163 41.720783464622954 20.09489888739034 2.4771563337128755 30.0 3355.927490234375 3.0
S10 10.10549170342456 41.72069673937944 13.978838105427497 4.401666813001551 30.0 6676.1044921875 3.0
S11 10.10471608413218 41.720605758636665 26.852456326223532 6.433091739204607 30.0 5308.9130859375 1.0
S12 10.10616189696275 41.720611205823374 2.8530172789429553 6.296361708241526 30.0 2880.23291015625 3.0
S13 10.105094968830816 41.720360760577165 20.56020129987325 11.876971818876479 30.0 4395.2578125 1.0
S14 10.106122537780694 41.72022848329475 3.501522351933928 14.807249164608674 30.0 7194.0966796875 3.0
S15 10.105576633481432 41.719811307122676 12.558008406572766 24.089773676413508 30.0 9467.27734375 1.0
S16 10.101433257283418 41.72025887377809 81.34118509527215 14.180571620907003 30.0 3231.610595703125 1.0
S17 10.100847587019484 41.72018380040048 91.06211896560151 15.855785250997737 30.0 2557.33349609375 1.0
S18 10.100638308056126 41.720673255114384 94.54151453608743 4.974033495026886 30.0 2116.61376953125 1.0
S19 10.101174847035688 41.72064129306408 85.63498035573747 5.67944018230735 30.0 3418.193359375 1.0
S20 10.09923782996771 41.72073335648934 117.78912222581118 3.651210339164561 30.0 1916.910400390625 3.0
S21 10.099791686322844 41.7207121773744 108.59527037159957 4.116817788367897 30.0 5098.77685546875 3.0
S22 10.101660685645015 41.72070652933577 77.57114361822136 4.223939213408485 30.0 2400.814697265625 3.0
S23 10.10052887307461 41.719830693159565 96.34864073205819 23.710845971543 30.0 1769.03857421875 1.0
S24 10.100172910515411 41.71954086878667 102.25423453071052 30.159053969838553 30.0 953.6365356445312 1.0
S25 10.102973982777996 41.71934953231131 55.75531668177681 34.385590097764606 30.0 528.1156005859375 0.0
S26 10.099314655407737 41.719191704116874 116.49712588837194 37.93161725598977 30.0 437.70013427734375 0.0
S27 10.102937279408131 41.71905304423076 56.36108114451719 40.97886262948264 30.0 635.04736328125 0.0
S28 10.105807523094978 41.71901202216024 8.715327701911738 41.86067021830391 30.0 797.6358032226562 0.0
S29 10.103574416020232 41.71895675833289 45.7836405621252 43.113328274141814 30.0 533.9530029296875 0.0
S30 10.101944347825006 41.7189269615309 72.84201072904624 43.7926577787891 30.0 2156.08740234375 0.0
S31 10.097620950897253 41.71880836704228 144.60808512587855 46.471741411150674 30.0 1028.4619140625 0.0
S32 10.103296478480265 41.7187096948966 50.39439443157561 48.61007707693727 30.0 278.86334228515625 1.0
S33 10.104042492636506 41.71855689655634 38.008856489586535 52.0 30.0 243.1981201171875 8.0
S34 10.100081677342219 41.718589239585924 103.7581408144531 51.32096574528405 30.0 534.7708740234375 0.0
S35 10.099155813250862 41.71833820239408 119.12461748384038 56.91213809071695 30.0 725.9810180664062 1.0
S36 10.100300590294225 41.71815519784522 100.11939527878181 60.970447546125364 30.0 422.87847900390625 0.0
S37 10.101342240074324 41.71812154998771 82.82767777663824 61.708348365074755 30.0 300.59100341796875 0.0
S38 10.098793740733019 41.71809584164264 125.13238545364116 62.30487901099432 30.0 465.3289794921875 0.0
S39 10.102340549109206 41.718125878241935 66.25583916316567 61.602021529641114 30.0 926.8466796875 1.0
S40 10.102436413112583 41.717967021803524 64.6626468785947 65.13347417399861 30.0 1306.271728515625 1.0
S41 10.102198599163083 41.71791857588322 68.60979580061827 66.21317116475188 30.0 818.444580078125 1.0
S42 10.10510168957611 41.717807621100945 20.417089646737118 68.65010279419813 30.0 676.9822998046875 0.0
S43 10.099910935295558 41.717600293204775 106.5815346780406 73.31345737691515 30.0 298.54217529296875 0.0
S44 10.100937329292629 41.71757778930172 89.54304475955954 73.80378396565797 30.0 912.8812866210938 0.0
S45 10.10451489503271 41.71740420760306 30.152978675441233 77.62691794180314 30.0 188.66259765625 0.0
S46 10.102991212666486 41.717438164841354 55.44672731903894 76.88777146388311 30.0 355.70660400390625 0.0
S47 10.100438774117551 41.71704156337431 97.81312874695823 85.73256134089245 30.0 730.2183227539062 0.0
S48 10.101209968426723 41.716954073925216 85.01012676063962 87.67039483010359 30.0 358.884765625 0.0
S49 10.103516346808968 41.71668415555655 46.72041985784685 93.64894579824517 30.0 595.443359375 0.0
S50 10.104624097924317 41.71675625528939 28.332267410858258 92.03402911603251 30.0 1943.43359375 1.0
